PLD (Å),LCD (Å),Sacc (m2/g),Porosity,KN2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,N2-1 bar (mol/kg)
18.216,18.424,5923.81,0.887,3.46E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.342
15.64,16.584,5360.65,0.88,3.14E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.312
17.914,18.351,5348.64,0.879,3.12E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.312
15.737,16.516,4952.2,0.874,2.85E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.282
28.925,29.101,7895.06,0.949,5.95E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.598
29.154,29.364,7606.44,0.945,5.71E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.572
28.767,29.058,7551.16,0.945,5.76E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.566
29.029,29.279,7297.51,0.942,5.56E-06,62.5,30,7.5,0,0,0,0.554
28.818,28.922,7617.63,0.946,5.73E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.568
29.026,29.237,7330.8,0.942,5.53E-06,62.5,30,7.5,0,0,0,0.553
28.738,28.837,7291.93,0.942,5.57E-06,62.5,30,7.5,0,0,0,0.559
28.896,29.156,7085.74,0.938,5.40E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.528
11.327,16.21,6831.1,0.88,3.79E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.378
11.223,14.976,6350.06,0.872,3.53E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.35
11.586,15.285,6346.05,0.87,3.53E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.352
11.761,15.784,5965.55,0.871,3.35E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.338
11.351,15.787,5916.65,0.875,3.39E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.339
10.834,15.526,5633.27,0.87,3.20E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.325
11.315,16.267,5658.73,0.871,3.22E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.322
11.368,14.413,5926.31,0.864,3.34E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.334
11.21,15.463,5665.58,0.868,3.20E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.324
11.771,15.612,5480.09,0.867,3.04E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.305
11.379,15.819,5351.31,0.867,3.06E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.308
10.741,15.055,5181.56,0.863,2.91E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.288
11.384,15.828,5123.61,0.864,2.96E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.297
10.843,15.416,5070.51,0.86,2.78E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.278
19.523,27.357,7839.55,0.943,5.64E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.561
19.132,27.165,7731.72,0.941,5.52E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.551
18.817,26.147,7712.13,0.94,5.49E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.55
18.875,26.478,7616.49,0.939,5.40E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.539
19.197,26.43,7582.79,0.939,5.41E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.542
18.866,26.012,7457.45,0.936,5.31E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.532
19.172,23.256,7379.44,0.935,5.28E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.529
18.368,25.71,7294.06,0.934,5.24E-06,62.5,30,7.5,0,0,0,0.519
19.359,27.151,7520.95,0.939,5.44E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.544
19.182,26.799,7419.78,0.937,5.34E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.534
18.783,26.217,7386.87,0.936,5.32E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.535
18.686,26.709,7284.35,0.934,5.24E-06,62.5,30,7.5,0,0,0,0.519
18.914,26.701,7334.68,0.935,5.25E-06,62.5,30,7.5,0,0,0,0.518
18.8,25.678,7203.82,0.934,5.16E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.512
18.556,25.421,7211.61,0.932,5.16E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.517
18.109,25.92,7114.15,0.929,5.09E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.509
13.232,14.933,6867.66,0.889,3.81E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.379
12.106,13.961,4997.25,0.866,2.81E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.283
21.182,23.592,7877.27,0.945,5.72E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.563
10.468,10.613,1071.27,0.539,2.74E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.254
10.042,10.453,875.901,0.562,2.23E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.201
21.028,22.018,7938.57,0.929,4.81E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.482
9.812,13.039,6764.13,0.867,3.71E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.372
21.882,22.828,7865.61,0.942,5.38E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.542
16.504,19.669,7087.75,0.922,4.76E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.478
10.989,15.799,6703.1,0.886,3.79E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.38
10.645,14.381,4940.97,0.867,2.81E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.28
18.883,24.378,7804.8,0.946,5.61E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.562
16.903,22.701,7075.18,0.93,4.95E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.492
11.87,15.027,6806.59,0.883,3.74E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.374
10.654,15.211,6325.6,0.879,3.53E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.351
9.843,11.813,5877.25,0.86,3.29E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.328
9.671,12.196,5652.79,0.858,3.12E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.309
11.436,15.496,6020.24,0.875,3.33E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.329
10.549,15.006,5702.91,0.871,3.19E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.317
9.742,12.629,5482.57,0.855,2.96E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.292
10.196,12.22,5242.14,0.849,2.83E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.279
11.079,15.967,6375.78,0.881,3.57E-06,57.14285714,23.80952381,14.28571429,0,0,0.047619048,0.356
6.21,6.435,739.214,0.468,2.55E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.233
10.3,13.933,5693.31,0.867,3.16E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.317
9.72,13.027,5315.09,0.859,3.01E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.304
10.712,14.756,5763.22,0.873,3.17E-06,57.14285714,14.28571429,14.28571429,0,0,0.142857143,0.314
9.49,13.238,5453.18,0.855,2.99E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.3
10.019,13.293,5119.4,0.856,2.87E-06,57.14285714,4.761904762,14.28571429,0,0,0.238095238,0.289
9.284,13.159,4979.07,0.852,2.74E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.273
17.326,19.512,7854.45,0.934,5.08E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.507
17.409,19.451,7676.06,0.933,5.02E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.502
19.888,24.517,7602.66,0.939,5.37E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.54
19.568,24.994,7477.21,0.938,5.35E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.532
16.433,18.356,7561.87,0.928,4.83E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.48
16.462,18.526,7388.2,0.927,4.80E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.481
19.454,23.656,7316.4,0.935,5.19E-06,62.5,30,7.5,0,0,0,0.515
17.611,20.116,7204,0.928,4.91E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.486
17.033,18.68,7733.93,0.928,4.81E-06,59.45945946,32.43243243,8.108108108,0,0,0,0.481
16.351,17.912,7569.61,0.926,4.74E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.475
17.247,20.232,7511.39,0.931,4.96E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.49
15.9,17.289,7434.28,0.919,4.57E-06,61.53846154,30.76923077,7.692307692,0,0,0,0.454
15.822,17.254,7286.02,0.917,4.51E-06,62.5,30,7.5,0,0,0,0.448
18.628,22.097,7255.66,0.932,5.04E-06,63.41463415,29.26829268,7.317073171,0,0,0,0.502
24.797,25.279,6756.61,0.908,4.19E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.42
25.151,25.413,6496.93,0.907,4.00E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.398
25.505,25.901,5711.21,0.901,3.59E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.354
25.574,25.962,5573.52,0.9,3.44E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.342
22.462,23.167,5781.07,0.899,3.55E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.351
22.871,23.538,5606.9,0.897,3.45E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.344
23.284,23.873,4981.38,0.894,3.16E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.315
40.469,41.262,7885.89,0.957,6.71E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.674
40.245,41.044,7787.65,0.956,6.62E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.667
36.955,37.689,7574.85,0.952,6.28E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.621
37.717,38.311,7492.31,0.95,6.20E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.617
40.046,40.406,7437.34,0.953,6.32E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.63
39.85,40.211,7407.18,0.953,6.23E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.625
38.658,39.012,7213.14,0.948,5.99E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.595
38.772,39.495,7175.78,0.948,5.92E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.591
10.765,13.496,6760.14,0.871,3.73E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.368
9.844,12.547,4998.24,0.849,2.75E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.271
18.613,22.751,7870.78,0.941,5.33E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.528
17.682,21.28,7057.3,0.926,4.85E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.486
11.344,15.777,6712.52,0.885,3.80E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.381
10.747,15.327,4936.35,0.864,2.81E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.278
18.906,24.398,7866.81,0.944,5.62E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.558
18.687,25.002,7064.85,0.933,5.13E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.518
10.836,15.11,6710.14,0.881,3.78E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.376
11.112,15.865,4943.16,0.861,2.83E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.284
18.861,24.991,7845.95,0.944,5.55E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.553
17.542,23.248,7128.63,0.93,5.03E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.504
10.495,12.624,6720.13,0.871,3.69E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.367
9.94,12.623,5029.79,0.849,2.73E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.272
18.421,21.512,7884.53,0.94,5.30E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.528
17.513,20.544,7112.84,0.925,4.88E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.483
10.954,13.455,6846.89,0.877,3.72E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.371
9.687,12.323,5001.02,0.852,2.78E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.277
19.848,22.898,7884.85,0.941,5.40E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.541
17.307,20.894,7125.99,0.928,4.95E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.496
9.703,11.484,6649.48,0.869,3.70E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.37
9.514,12.017,5931.1,0.86,3.27E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.325
10.034,11.545,5816.59,0.86,3.31E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.335
9.602,11.814,5375.23,0.852,2.97E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.296
9.659,12.019,5434.27,0.851,2.97E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.296
9.652,11.745,5388.08,0.853,2.97E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.297
9.049,11.792,5047.39,0.845,2.71E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.272
17.736,19.893,7867.19,0.939,5.16E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.513
17.432,19.04,7511.75,0.934,4.99E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.495
16.373,19.573,7550.11,0.934,5.03E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.499
16.255,18.925,7314.95,0.929,4.88E-06,62.5,30,7.5,0,0,0,0.481
17.273,19.461,7532.59,0.935,5.00E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.498
16.832,18.481,7278.83,0.929,4.86E-06,62.5,30,7.5,0,0,0,0.482
16.161,19.736,7305.19,0.93,4.89E-06,62.5,30,7.5,0,0,0,0.492
16.159,18.801,7066.57,0.925,4.78E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.48
17.765,24.081,8590.56,0.925,4.75E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.474
10.29,16.735,7021.75,0.87,3.76E-06,58.33333333,31.25,10.41666667,0,0,0,0.378
17.329,22.077,8584.34,0.925,4.76E-06,64.70588235,29.41176471,5.882352941,0,0,0,0.477
12.995,17.479,7034.97,0.871,3.76E-06,58.33333333,31.25,10.41666667,0,0,0,0.38
11.342,15.789,5552.15,0.845,3.09E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.305
11.012,15.065,5097,0.84,2.79E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.276
21.043,27.294,8002.24,0.937,5.13E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.51
18.981,24.792,6461.26,0.901,4.16E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.409
16.222,20.949,6841.51,0.904,4.07E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.406
15.444,20.914,6516.27,0.905,3.94E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.393
14.602,19.423,5780.58,0.899,3.49E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.347
14.686,19.97,5561.61,0.898,3.37E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.335
15.959,21.839,6175.89,0.906,3.81E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.379
14.718,21.068,6006.76,0.903,3.65E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.362
14.53,21.028,5353.25,0.898,3.29E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.326
14.502,21.053,5247.82,0.897,3.18E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.316
15.189,20.873,6343.43,0.899,3.71E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.372
15.043,20.282,6058.25,0.898,3.58E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.356
14.661,19.513,5442.74,0.895,3.24E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.32
14.557,19.806,5225.98,0.894,3.17E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.315
15.428,20.953,5825.01,0.898,3.48E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.347
15.729,21.137,5527.34,0.899,3.42E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.341
14.029,20.595,5125.66,0.894,3.08E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.307
14.548,21.295,4943.94,0.891,3.01E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.299
25.997,36.678,7938.76,0.957,6.61E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.657
25.855,36.385,7811.14,0.956,6.50E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.648
24.983,34.966,7614.29,0.952,6.24E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.621
24.673,35.091,7512.23,0.949,6.14E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.611
25.239,33.93,7717.9,0.954,6.35E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.636
25.317,33.427,7602.7,0.952,6.25E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.616
24.604,32.809,7406.12,0.95,6.05E-06,62.5,30,7.5,0,0,0,0.608
24.919,32.394,7354.91,0.948,5.93E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.596
25.974,36.698,7721.03,0.955,6.41E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.636
25.828,36.434,7615.9,0.954,6.31E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.624
24.705,34.43,7446.68,0.951,6.06E-06,62.5,30,7.5,0,0,0,0.606
25.242,33.706,7359.11,0.949,6.00E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.598
25.248,33.974,7513.69,0.951,6.19E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.613
25.037,33.612,7428.04,0.95,6.09E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.618
25.112,32.437,7262.9,0.945,5.89E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.587
24.255,32.568,7214.52,0.946,5.86E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.585
11.654,12.112,1076.3,0.547,3.19E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.277
10.201,10.529,902.617,0.528,3.12E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.27
11.905,12.137,867.612,0.527,3.55E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.293
16.323,19.887,5947.92,0.892,3.43E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.341
12.999,17.642,5476.36,0.874,3.10E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.307
16.577,20.669,5532.25,0.889,3.22E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.32
15.681,19.268,5224.28,0.882,3.01E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.3
11.526,11.902,947.571,0.528,3.25E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.28
10.415,10.568,792.217,0.512,3.59E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.294
11.911,12.173,710.227,0.51,3.13E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.263
10.559,10.828,722.993,0.508,3.34E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.275
14.016,19.337,5659.49,0.89,3.30E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.326
13.997,17.5,5330.02,0.874,3.02E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.303
13.928,17.524,5027.98,0.867,2.85E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.281
23.58,32.535,7941.83,0.949,6.04E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.604
26.208,34.524,7754.41,0.95,6.12E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.619
23.311,32.413,7678.66,0.947,5.86E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.588
25.824,34.291,7606.77,0.947,5.95E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.592
20.318,29.251,7419.3,0.938,5.40E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.539
23.46,31.993,7423.26,0.943,5.64E-06,62.5,30,7.5,0,0,0,0.563
20.248,29.022,7246.86,0.935,5.28E-06,62.5,30,7.5,0,0,0,0.536
22.132,31.087,7176.35,0.938,5.43E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.544
23.785,32.437,7829.64,0.948,5.94E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.588
26.446,34.442,7682.83,0.948,6.03E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.601
23.469,32.293,7590.17,0.946,5.77E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.573
26.052,34.23,7511.39,0.946,5.86E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.577
20.278,29.122,7399.5,0.936,5.31E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.537
19.52,27.837,7194.55,0.932,5.14E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.515
20.195,28.904,7169.41,0.934,5.21E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.519
22.22,31.012,7104.26,0.937,5.37E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.535
8.259,25.504,4725.69,0.845,3.75E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.374
8.771,24.599,4245.96,0.827,3.55E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.35
8.147,24.605,3935.34,0.818,3.33E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.33
8.416,25.242,3992.43,0.835,3.29E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.326
8.433,23.217,3712.61,0.824,3.29E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.322
8.156,24.715,3955.76,0.833,3.25E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.316
8.332,23.31,3493.16,0.816,2.96E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.292
8.758,25.349,4492.38,0.841,3.54E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.352
7.937,22.497,4029.19,0.829,3.36E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.332
8.318,23.871,3774.73,0.816,3.17E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.312
8.516,29.531,3153.45,0.81,3.01E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.293
7.944,25.079,3286.34,0.801,3.10E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.305
8.15,25.278,3406.35,0.815,2.98E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.295
15.595,46.811,5487.09,0.906,4.27E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.42
17.229,38.401,5778.83,0.907,4.43E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.44
15.119,38.438,5833.19,0.914,4.40E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.437
15.074,36.555,6055.22,0.911,4.55E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.455
14.232,53.344,7196.72,0.935,5.26E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.523
15.914,37.658,5305.3,0.898,4.17E-06,62.5,30,7.5,0,0,0,0.415
14.523,34.813,5583.67,0.902,4.32E-06,62.5,30,7.5,0,0,0,0.429
13.876,43.222,5453.71,0.902,4.38E-06,63.70967742,29.03225806,7.258064516,0,0,0,0.439
15.376,54.624,7405.43,0.938,5.35E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.53
15.788,35.855,5964.99,0.911,4.42E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.44
14.864,39.661,5698.56,0.91,4.51E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.448
14.788,45.061,6074.49,0.913,4.61E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.459
15.234,53.824,6998.5,0.932,5.22E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.516
15.491,39.825,5617.56,0.911,4.64E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.461
14.315,36.875,5322.9,0.903,4.30E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.424
14.309,37.33,5641.33,0.905,4.50E-06,64.28571429,28.57142857,7.142857143,0,0,0,0.451
19.543,22.81,6823.5,0.911,4.18E-06,57.14285714,28.57142857,14.28571429,0,0,0,0.423
19.306,22.492,6545.56,0.909,4.00E-06,57.14285714,25.3968254,14.28571429,0,0,0.031746032,0.4
17.725,20.29,5729.53,0.901,3.52E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.352
17.391,19.826,5519.28,0.899,3.40E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.338
17.092,22.354,6292.52,0.907,3.83E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.383
17.142,22.031,6096.13,0.905,3.68E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.369
15.843,20.028,5362.13,0.897,3.28E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.327
15.656,19.423,5280.67,0.894,3.14E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.316
20.201,24.346,6232.34,0.909,3.90E-06,57.14285714,22.22222222,14.28571429,0,0,0.063492063,0.388
19.421,22.338,6019.71,0.906,3.74E-06,57.14285714,19.04761905,14.28571429,0,0,0.095238095,0.369
18.102,24.132,5422.99,0.902,3.35E-06,57.14285714,9.523809524,14.28571429,0,0,0.19047619,0.336
18.136,22.631,5186.47,0.9,3.26E-06,57.14285714,6.349206349,14.28571429,0,0,0.222222222,0.325
19.127,22.907,5810.55,0.906,3.60E-06,57.14285714,15.87301587,14.28571429,0,0,0.126984127,0.358
17.87,22.049,5626.97,0.903,3.48E-06,57.14285714,12.6984127,14.28571429,0,0,0.158730159,0.349
18.061,22.984,5041.23,0.898,3.16E-06,57.14285714,3.174603175,14.28571429,0,0,0.253968254,0.314
17.868,22.328,4933.47,0.896,3.07E-06,57.14285714,0,14.28571429,0,0,0.285714286,0.306
32.084,38.051,7864.75,0.958,6.78E-06,58.33333333,33.33333333,8.333333333,0,0,0,0.679
31.94,38.118,7799.56,0.957,6.68E-06,59.09090909,32.72727273,8.181818182,0,0,0,0.664
33.04,37.958,7589.68,0.955,6.46E-06,61.20689655,31.03448276,7.75862069,0,0,0,0.646
31.964,38.292,7474.22,0.953,6.37E-06,61.86440678,30.50847458,7.627118644,0,0,0,0.637
31.521,38.355,7735.58,0.957,6.56E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.657
31.482,38.322,7629.64,0.955,6.47E-06,60.52631579,31.57894737,7.894736842,0,0,0,0.648
32.468,37.775,7386.23,0.953,6.29E-06,62.5,30,7.5,0,0,0,0.633
31.716,38.113,7307.46,0.952,6.22E-06,63.1147541,29.50819672,7.37704918,0,0,0,0.626
27.422,33.182,7695.66,0.954,6.37E-06,59.82142857,32.14285714,8.035714286,0,0,0,0.636
